"","artist","avg_views","avg_streams"
"1853","GZA",1044066.2,20573596.9
"1854","Hariharan",318827528.8,20387111.2
"1855","Kumar Sanu",93415622.8,20380248.4
"1856","G. V. Prakash",28960261.7,20349526.9
"1857","Zeca Pagodinho",12858493,20308433.1
"1858","Kenny G",31907447,20267737.1
"1859","Capital Inicial",56695245.8,20230337.8
"1860","Germ",1764031.5,20220529.8
"1861","W&W",0,20096201.5
"1862","Antonio Vivaldi",2666285.7,19881979.4
"1863","White 2115",17604244.2,19759828.6
"1864","Gustavo Santaolalla",1441445.4,19728615.5
"1865","Almighty",17810355.2,19715403.2
"1866","Simple Minds",66666227.5,19704051.4
"1867","Redimi2",62639016.6,19679084.1
"1868","Harris Jayaraj",36816687.3,19639777.6
"1869","Himesh Reshammiya",129331522.1,19592828
"1870","Vince Gill",17196826.6,19405456.1
"1871","Ratatat",4284708.4,19343231.8
"1872","Dawid Podsiadło",17097668.8,19335456.9
"1873","Kirk Franklin",27218763.1,19305631.6
"1874","Raekwon",3600605.1,19010161.3
"1875","Mc IG",16669478.4,18771107.4
"1876","La Maquinaria Norteña",15459958.8,18699040.1
"1877","Chill Fruits Music",879060.2,18686401.6
"1878","Lofi Fruits Music",877276.7,18686401.6
"1879","ARASHI",20591971.2,18684878.1
"1880","Boef",14431509,18630804.8
"1881","Nko",6792331.5,18381159.4
"1882","Kenia OS",12035694.5,18308945.8
"1883","DJ Alex",20260354.9,18219945.1
"1884","BUMP OF CHICKEN",39360113,18216398
"1885","Connor Price",1352030.9,18145798.3
"1886","Milionário & José Rico",0,18109596.3
"1887","Sertab Erener",15042146.8,18104763.9
"1888","Marcos Witt",9125780.2,18042347.5
"1889","Daniel Barenboim",413960.4,18038429.4
"1890","Caralisa Monteiro",114051023.9,17935830.9
"1891","11:11 Music Group",1267282.4,17864841.9
"1892","Leonardo",30547555.8,17764093.4
"1893","Shenseea",18889589.2,17755762.2
"1894","Gipsy Kings",21209177.8,17739253.9
"1895","London Philharmonic Orchestra",646019.9,17720468.1
"1896","Gabito Ballesteros",14544335.4,17615276.7
"1897","Aline Barros",15434072.9,17611293.9
"1898","deadmau5",9262371.8,17109338.8
"1899","Ebru Gündeş",27005546.8,17037088.3
"1900","Johannes Brahms",9357752,17005125.3
"1901","Naresh Iyer",15942226.1,16910245.8
"1902","Fran C",8021529.6,16899282.7
"1903","Lilly Goodman",66447867.8,16878758
"1904","Danny Elfman",2968441.1,16833713.8
"1905","Salim–Sulaiman",65177146.7,16615393
"1906","Curren$y",597109.4,16577015.4
"1907","Sukhwinder Singh",63799045.4,16489980.8
"1908","Rain Fruits Sounds",433396,16427082.9
"1909","sped up nightcore",761874.4,16178066.8
"1910","Sadhana Sargam",18235015.1,16152263.5
"1911","Ajay-Atul",122828112.8,16082105.7
"1912","Jaani",119048495.3,16029877.2
"1913","Haftbefehl",2006223.3,15786361
"1914","Sir Simon Rattle",121435.6,15601718.1
"1915","creamy",722015.6,15428825.7
"1916","Ramon Ayala Y Sus Bravos Del Norte",1068574,15343227.4
"1917","Ati242",4355079.5,15269393.5
"1918","Ivete Sangalo",6813487.1,15246914.3
"1919","LUCKI",1339927.5,15201230.6
"1920","Diomedes Diaz",10038821.1,14995633.6
"1921","Wiener Philharmoniker",1134089.1,14927802.6
"1922","Shiva",4388893.5,14923354.1
"1923","Kavita Krishnamurthy",112205302.5,14907883.1
"1924","Gibbs",17188284.9,14748135.5
"1925","Bootsy Collins",7974896.7,14706504.2
"1926","Kishore Kumar",23974574.3,14666395
"1927","Tchakabum",29577532,14639487.6
"1928","The Kiboomers",78981319.4,14413031.2
"1929","Bombay Jayashri",4648692.6,14400131.4
"1930","Grupo 5",8167093.2,14366034
"1931","S. P. Balasubrahmanyam",46254091.5,14274435.3
"1932","Niro",8638005.2,14211950.1
"1933","Enigma Norteño",5264360.2,14209876.3
"1934","Royal Philharmonic Orchestra",5500677,14140717.8
"1935","Nakash Aziz",74010843.5,14120777.1
"1936","Franz Schubert",438500.9,13865367.6
"1937","Mahalakshmi Iyer",34162703.1,13812169.8
"1938","Vijay Prakash",24779535.5,13717183.8
"1939","Karthik",23115251.7,13642118.5
"1940","Vijay Yesudas",20935985.8,13573629.9
"1941","Dire Straits",81902021.6,13572522.6
"1942","Sergei Rachmaninoff",8525678.9,13551116
"1943","Shweta Mohan",19249502.9,13542827.4
"1944","Ghostface Killah",2377118.2,13204925.4
"1945","I Monster",678788.9,13126714.7
"1946","Alex Zurdo",48128296.9,13096639.9
"1947","George Frideric Handel",358945.8,13072169.5
"1948","Sir Neville Marriner",878298.7,13067136.5
"1949","Lata Mangeshkar",87012505,13053227.7
"1950","Haricharan",26568495.2,12956719.6
"1951","Rolf Zuckowski",7213657.4,12852104.7
"1952","Bear McCreary",1350516.6,12843824.7
"1953","Kenny Dope",1841719.6,12818256.1
"1954","Kizzy",7386211.5,12751646.6
"1955","El Barrio",3650753.9,12744242.5
"1956","Kidz Bop Kids",18224751.5,12711701.2
"1957","Tony Aguirre",6416051.3,12603145.7
"1958","The Animals",4193462.8,12530137.1
"1959","SDM",4509560,12462731.4
"1960","Herbert von Karajan",1416036.3,12208490.7
"1961","Black Sabbath",30211537.2,12152422.1
"1962","Maher Zain",85681740.9,12147365.5
"1963","Nile Rodgers",5897367.5,12143845.1
"1964","Mohammed Rafi",21382633.4,12126309.8
"1965","Deep Purple",25324823.7,11989794.4
"1966","Dino James",24507557,11924723.6
"1967","Bedoes 2115",3968504.4,11891191
"1968","Belo",28604459.9,11876184.7
"1969","D.O.D",720497.9,11869616.6
"1970","Edvard Grieg",912650.4,11860020.9
"1971","Leon James",18099507.6,11802121
"1972","Saindhavi",31436612.8,11636382.3
"1973","DJ Premier",5037837.6,11603904.1
"1974","Guè",2342671.9,11586947.7
"1975","The Cramps",1127647.9,11515127.5
"1976","Bibi und Tina",7758241.3,11492463.3
"1977","Asha Bhosle",41294294.8,11426732.2
"1978","Mikky Ekko",1889722.5,11382805.7
"1979","Pradeep Kumar",20685148.4,11365473.6
"1980","M. M. Keeravani",40047455.9,11313487.5
"1981","Harish Raghavendra",1288157.8,11276790.4
"1982","Abhijeet",53605060.1,11121606.7
"1983","SICK LEGEND",114281.1,11086001.4
"1984","Claudio Abbado",60774.2,10860077.5
"1985","K. S. Chithra",16718786.4,10725397.9
"1986","Stephen Cleobury",234909.7,10652703.8
"1987","Harini",16625722,10641339.8
"1988","Cherish",6357805.9,10600513.6
"1989","Björk",3374268.6,10562391.6
"1990","Lorenzo",1053073.2,10530793.6
"1991","Geolier",4568306.8,10503386.3
"1992","Robert Schumann",169452.8,10465671.7
"1993","Dusty Springfield",1498601.5,10053012.8
"1994","Project Pat",1071546.3,9982820.6
"1995","Juelz Santana",4666796.3,9913458.1
"1996","Ruger",15643699,9620320.6
"1997","Los Dareyes De La Sierra",4887382.5,9606745.4
"1998","Lamp",290344.6,9588832.2
"1999","Westside Gunn",322561.3,9554556.9
"2000","Ilaiyaraaja",26184387.7,9375222.9
"2001","Chris Rea",21175368.9,9366639.4
"2002","Philharmonia Orchestra",2500577.1,9362337.5
"2003","Fabrizio Paterlini",96677.6,9283429.9
"2004","Anuradha Paudwal",85723862.2,8951411.6
"2005","Sujatha",4412366.9,8940721.2
"2006","Ananya Bhat",29690777.5,8905775.8
"2007","Jeff Beck",3722250.2,8825150.7
"2008","kevoxx",4246571.7,8694709.1
"2009","Coolio",119485033.8,8593262.4
"2010","Rionegro & Solimões",9464500.4,8266556.2
"2011","Jairo Vera",7945256.5,8021555.8
"2012","Kato",1586673.4,7874506.9
"2013","S. Janaki",9222654.9,7859248.7
"2014","Grupo Yndio",7951692.3,7827708.1
"2015","Udo Lindenberg",2960754.4,7443857
"2016","Tom Morello",1688239.1,7199671.5
"2017","Swarnalatha",20203785.7,7081321.3
"2018","Gurlez Akhtar",71048030.7,6965429.9
"2019","The Cure",61068361.7,6884899.4
"2020","Academy of St. Martin in the Fields",1765025.4,6850417.8
"2021","Pezet",2515395.1,6596919.2
"2022","Prashant Katheriya",157422.8,6163160.7
"2023","Colby O'Donis",10829235.4,5653195.6
"2024","surrenderdorothy",175584,5643093.8
"2025","Playero",2618673.4,5512966.1
"2026","Steve Edwards",1776754.6,5467705.2
"2027","K. J. Yesudas",1594624.9,5407260.6
"2028","accelerate",1082133.1,5214830
"2029","Mano",17312377,5165495.3
"2030","Benjamin Blümchen",313588.3,4593058.7
"2031","Flowdan",403834.8,4265990.4
"2032","RZA",1183885.2,4257586.8
"2033","Tazzy",2539640.6,4078527.8
"2034","Outlawz",1356670.8,3911996.1
"2035","Roger",4164236.9,3653191.4
"2036","Dwele",6570133.2,3642605
"2037","SEGA SOUND TEAM",980519.4,3519967.8
"2038","Shilpi Raj",148549767.2,2961166.8
"2039","Sleepy Penguin",38382444.9,2707046.5
"2040","Kyla",34111043.9,2501616.6
"2041","Laxmikant–Pyarelal",9765463.1,2495479.8
"2042","R. D. Burman",4892516.4,2466100.7
"2043","Christopher von Uckermann",805919.6,2293848.5
"2044","Inspectah Deck",210677.8,758025.4
"2045","Freshlyground",654733.3,665958.8
"2046","Olivia",17598132.9,424852.7
"2047","Die drei !!!",6639,328570
"2048","TKKG",190855,316992.5
"2049","Bibi Blocksberg",2402,285787.7
"2050","Los Amables Del Norte",119067,235146.9
"2051","L.V.",244428.2,224147.6
"2052","Traditional",4302222,175451.5
"2053","Thomas Karallus",36079.2,151041.4
"2054","Teufelskicker",3802.8,111546.9
"2055","Sherlock Holmes",219317.2,104601
"2056","Fünf Freunde",7474.8,39884.3
"2057","Sir Arthur Conan Doyle",83836.1,10347.1
"2058","Alfonso Herrera",19488.3,0
"2059","Bootie Brown",843533.6,0
"2060","Christian Rode",2485.4,0
"2061","D.O.E.",88482096.3,0
"2062","Die drei ???",21912,0
"2063","Dina Rae",15992.3,0
"2064","FIFA Sound",1543966.4,0
"2065","Genesis",19090489.4,0
"2066","JIN",15477157,0
"2067","Jimin",10224002.7,0
"2068","Jung Kook",103169095.4,0
"2069","Luvli",53648611.1,0
"2070","Miggy Dela Rosa",5625014.4,0
"2071","NewJeans",15886346.8,0
"2072","Nicky Youre",20223990.8,0
"2073","Peter Groeger",33.2,0
"2074","Santiago Ziesmer",21060.8,0
"2075","Shubh",33019259.6,0
"2076","Stars Music Chile",5553921.2,0
"2077","ThxSoMch",433436.7,0
"2078","Youjeen",9842.7,0
"2079","dazy",26673583.7,0
