"","artist","avg_views","avg_streams"
"638","Los Enanitos Verdes",16242174.5,129017284.2
"639","Ciara",160383047,128738667.2
"640","Flume",35946806.5,128307983.6
"641","H.E.R.",56428398.5,128151932
"642","Kid Ink",101058844.2,127988125.9
"643","ZZ Top",39674893.4,127964455.6
"644","Louis Armstrong",8873028,127931766.8
"645","Sofía Reyes",145877542.3,127707037.4
"646","Sabrina Carpenter",38845722.6,127645397.3
"647","The Temptations",7883466.8,127072025.4
"648","Red Velvet",162086531.1,127007357.4
"649","John Denver",20303338.2,126958796.5
"650","Alice In Chains",45789596.8,126522511.9
"651","Supertramp",6975911.5,126463647.2
"652","Mon Laferte",185789530.5,125421932.6
"653","Blueface",68992540.4,125377011.3
"654","Lily Allen",49105943.2,124797049.5
"655","Thalia",279257453.2,124716775.9
"656","Kenny Loggins",23204843.3,124548853.4
"657","Rod Stewart",162010912.9,124075271.1
"658","Jorja Smith",37016314.7,123352449.5
"659","ILLENIUM",78364660.6,123327568.9
"660","Wyclef Jean",87699228.5,122427323.4
"661","Sam Feldt",25741594.2,122276679.4
"662","Five Finger Death Punch",101783940.2,122251153.1
"663","Blur",31230395.9,122141202.5
"664","Rels B",69555456.6,121977488.6
"665","Tim McGraw",30857402.3,121796296.9
"666","YOASOBI",78582867.3,121712093.2
"667","Santana",127049070,121698585.4
"668","Seether",60683162,121695329.9
"669","Years & Years",8257105,121624920.8
"670","Hombres G",9882112.1,121406154.9
"671","Yung Gravy",20990975.8,120810759.9
"672","Lykke Li",6878370.2,120685519.4
"673","Trueno",114605091.9,120429773
"674","M.I.A.",55261820.8,119339865.3
"675","MAX",25448140.1,119322031.3
"676","Pixies",16930060.4,119238385.7
"677","Pritam",248887529.5,119151591.3
"678","Cher",38155686.2,118962388
"679","Incubus",45689051.5,118701286.5
"680","The Doobie Brothers",6203011.3,118438754.9
"681","No Doubt",142209674.5,118402601.5
"682","Camila",188524662.3,118215394.4
"683","Sasha Alex Sloan",35048758.2,118161746.8
"684","Lenny Kravitz",80475183.8,118145621.9
"685","Nat King Cole",3227760,117834774.6
"686","La Adictiva",206499869.6,117593681.8
"687","Duki",45014651.8,117504594.7
"688","Arijit Singh",207344350.8,117476324.8
"689","James Blake",21197452.4,117119131.8
"690","Chayanne",151445287.4,117066902.5
"691","UB40",57714052.2,116745445.6
"692","Ricardo Arjona",219941938.1,116553525.1
"693","Blake Shelton",65948891.7,116435096.4
"694","Selena",149898260.3,116363244.7
"695","Dean Martin",7263061,116329697.2
"696","Ozzy Osbourne",36275298,115971641
"697","Boston",6822144.6,115479732.4
"698","Tyler Childers",19752779.8,115116865.3
"699","Santa Fe Klan",135499540.4,114893826.9
"700","Shinedown",50255558.9,114538198
"701","Natalia Lafourcade",80875857.7,114532515.7
"702","Sleepy Hallow",22673956.8,114526260.4
"703","Sleeping At Last",11809776.4,114312349.1
"704","NIKI",16312629.2,114117738.9
"705","Maiara & Maraisa",11142912.8,114107214.6
"706","Busta Rhymes",120793494.4,113852435.5
"707","ITZY",175177008.4,113754516.3
"708","Jaden",30586884.9,113517734.2
"709","The Verve",105669967.5,113365215.4
"710","Marco Antonio Solís",79696471.3,113313023.7
"711","Ghostemane",67091683.1,113281990.2
"712","Bonnie Tyler",239798800.5,112997814
"713","Plain White T's",18416147,112773541.1
"714","$NOT",11078490.3,112763800.2
"715","Kevin Kaarl",29622560.1,112737501
"716","Kansas",31006981.2,112680981.9
"717","Carrie Underwood",54879425.4,112680312.9
"718","Billy Currington",38819488.6,112291930.5
"719","Wisin & Yandel",0,112204135.1
"720","Tom Petty and the Heartbreakers",19712576.7,112142836.7
"721","Darius Rucker",93795585.1,111972786.2
"722","Chief Keef",42783084.6,111576567.6
"723","Pineapple StormTv",59255660,111560597.6
"724","BoyWithUke",23440427.7,111485334.3
"725","Soundgarden",42565674.8,111366971.4
"726","La Oreja de Van Gogh",153894093.9,111195683
"727","AURORA",69330655.7,111160255.4
"728","Volbeat",19825834.2,111136691.3
"729","AP Dhillon",116688687.7,111034550.7
"730","Matheus & Kauan",0,110857922.7
"731","Aya Nakamura",149732497.6,110653058.6
"732","Armin van Buuren",96617083.3,110387605.8
"733","Jay Rock",32809126,110332987.3
"734","Kelsea Ballerini",21382959.7,110296022.5
"735","David Bisbal",92286404.3,109798127.8
"736","Tinashe",30928327.6,109731804.9
"737","Joey Bada$$",11962269.3,109690887.4
"738","Sting",98685053.9,109510417.2
"739","Fat Joe",111566800.7,109369767.5
"740","R. Kelly",2047415.1,109233462.8
"741","Jimmy Eat World",13033080.6,108421277.1
"742","INXS",22928394.8,108086444.4
"743","La Arrolladora Banda El Limón De Rene Camacho",94551682.8,107970302.6
"744","Kenny Chesney",29429293,107964079.5
"745","Fugees",66461558.4,107951160.3
"746","Lil Jon",164445023.8,107763273.4
"747","Kacey Musgraves",12451472.5,107740060.3
"748","Simple Plan",69409000.7,107643178.2
"749","Duran Duran",54670780.4,107612544.8
"750","Brooks & Dunn",3324.6,107410358.8
"751","Lyanno",146685414.3,107391497.7
"752","Mario",66070528.3,107326107.7
"753","Yo Gotti",56443563.4,107290717.2
"754","Beach House",10999127.2,107224447.7
"755","Smash Mouth",61103127.8,107052237.4
"756","Heart",79781726.3,106797636.6
"757","El Fantasma",114853337.6,106720462.8
"758","Matuê",94851481.4,106483459
"759","Ella Henderson",17339885.6,106387631
"760","IU",120903160.2,106226719.3
"761","Carlos Rivera",133312226.3,106168286.9
"762","Jordan Davis",17937368.2,105766516.2
"763","Steve Miller Band",4250175.5,105685785.6
"764","Beastie Boys",34050252.4,105635355.2
"765","Mike Perry",18118779.3,105575716.2
"766","Diddy",45409117.6,105408341.4
"767","Tammi Terrell",4114213.1,105281458.4
"768","Scorpions",251589203.2,105242578.1
"769","Air Supply",56202833,105031830.6
"770","Matchbox Twenty",54929522.8,104808080.6
"771","Gurinder Gill",132635967,104711910.7
"772","Gryffin",21587714.8,104696786.8
"773","LP",45948698.3,104587456.5
"774","Apache 207",34298386.7,104554592.6
"775","Chicago",13683724.9,104482753.6
"776","Missy Elliott",58137769.3,104386361.5
"777","Andy Williams",1282925.2,104343427.9
"778","Ben&Ben",0,104035960.2
"779","Eladio Carrion",45170193.1,103282596.3
"780","Alanis Morissette",50379995.1,103169265
"781","The Living Tombstone",110375148.7,103148645.6
"782","All Time Low",21449033.3,103144861.5
"783","Queens of the Stone Age",48643564.8,103136659.6
"784","Bryant Myers",146190815.1,102886280.1
"785","Counting Crows",39146712.8,102589257.2
"786","Gloria Gaynor",21789000.2,102513177.7
"787","A Day To Remember",25088193.7,102419062
"788","Toby Keith",53346317.1,102291104.9
"789","Lauren Daigle",58670999.4,102132669.5
"790","Angus & Julia Stone",0,102014240.6
"791","Chuck Berry",9634771.2,101872242.2
"792","OFFICIAL HIGE DANDISM",108240958.5,101751070.9
"793","Westlife",110643738.9,101714523.3
"794","José José",42717290.4,101637288.4
"795","Franz Ferdinand",14528695.1,101625416.6
"796","Cults",20363824.8,101319432.3
"797","America",5563678,101228502.8
"798","Alan Jackson",69594199.5,101200858.2
"799","The Kinks",5691492.2,101074928.6
"800","Far East Movement",64449857.8,101044284
"801","Bacilos",45056656.7,100964956
"802","Juan Gabriel",130785933.9,100378459.9
"803","Sigala",22123719.1,100237236.4
"804","Pantera",58161749.2,100120193.2
"805","Cuco",25776013.9,100001192.5
"806","Ryan Castro",129035239.8,99704130.2
"807","Kenny Rogers",36158037.1,99685767.8
"808","Tems",29278822.7,99461072.6
"809","Gera MX",125776531.1,99124131.3
"810","DMX",113672988.6,99050320.3
"811","The Score",40186118.5,98978176.1
"812","Jarabe De Palo",60982735.9,98966744.5
"813","Ricky Montgomery",12694652.6,98961381.8
"814","Kim Petras",14774042.9,98836195.8
"815","Ludovico Einaudi",9397704.5,98781602
"816","Luis R Conriquez",15029627,98741089
"817","Hillsong UNITED",51089201.1,98726342.1
"818","Marilyn Manson",82689941.8,98675297
"819","Etta James",13695183.4,98596984.9
"820","NEFFEX",72405288.2,98575034.6
"821","Charli XCX",8217854.6,98389064.7
"822","Junior H",36013845.9,98076425.4
"823","Dove Cameron",185546844.7,98076277.7
"824","Xamã",83801111.5,98070760.2
"825","Sade",61529136.9,98069048.7
"826","Nas",17752236,98055719.9
"827","Hoobastank",103662105,98049430
"828","Vicente Fernández",61415706.4,97977557.6
"829","Wu-Tang Clan",18278650.2,97818932
"830","Nightcrawlers",25647370.1,97694135.7
"831","Keith Urban",58681823.4,97529103.5
"832","Wale",59648534.1,96780638.5
"833","Stray Kids",126934895.5,96762637.1
"834","Carla Morrison",84670878.5,96529255.7
"835","Martin Solveig",62300509.8,96497635.7
"836","Shouse",15862822.1,96319360.3
"837","PNL",63891899.6,96011340.6
"838","King Von",58941001.2,95924753.6
"839","Brenda Lee",2545169.2,95735890.9
"840","Ashe",12258358.6,95444693.8
"841","Ginuwine",59642381.4,95361434.6
"842","Cris Mj",56477867.7,95195034.1
"843","Café Tacvba",75890148.1,95144405
"844","Eslabon Armado",36562747.5,94871243.5
"845","Burl Ives",1089572.4,94755539.3
"846","Ja Rule",78700689.1,94692610.7
"847","Men At Work",55433924.8,94658404
"848","Good Charlotte",26932691.6,94589839.1
"849","Creed",87320514.2,94481671
"850","Nina Simone",12779417.1,94471623.6
"851","Jay Sean",88630267.6,94302582.6
"852","Hollywood Undead",13288303.2,94244845.9
"853","Ninho",38855893,94222437
"854","Natasha Bedingfield",27205479.8,94199433.6
"855","Lupe Fiasco",21256323.8,94088257.3
"856","The Walters",2309996.4,93997034.9
"857","Neil Diamond",11588580.5,93923991.9
"858","Shiloh Dynasty",25125444.7,93922132.5
"859","Bonez MC",32538796.2,93839626.8
"860","ENHYPEN",42272362.9,93170188.3
"861","Stephanie Beatriz",109555429.9,93041679
"862","Banda Los Recoditos",228170130,92774602.7
"863","Robin Thicke",97382439.5,92737637.7
"864","Lil Tracy",36040541.9,92666888.5
"865","Lenin Ramírez",125808724.4,92494351.3
"866","Melendi",188969266.5,92492430.2
"867","Stone Sour",30542829.9,92465194.7
"868","Marca MP",42426892,92327434.6
"869","Elefante",24625296.9,92278481.1
"870","Lifehouse",35000864.2,92118468
"871","Falling In Reverse",43464662.2,92035649.2
"872","Lionel Richie",26672760.9,91995851.7
"873","Angèle",54272911.7,91683801.2
"874","Talking Heads",27914411.3,91594375.4
"875","LIT killah",106592689.1,91581136.7
"876","Chris Young",35456676.6,91309874.6
"877","Boyz II Men",98136881.6,91308314.8
"878","Kid Rock",89971844.3,91293713.9
"879","Jorge & Mateus",0,91047605.5
"880","Dread Mar I",252573893.2,90845781.1
"881","Lady A",80621421,90711263
"882","Dierks Bentley",33499780.7,90622098.1
"883","MIKA",67794762.5,90621939.8
"884","Miranda Lambert",44340962.5,90567086.2
"885","Deftones",17294388.8,90531681
"886","Third Eye Blind",7762217.1,90345446.7
"887","Al Green",9016849.2,90340744.8
"888","Aaron Smith",53690503.9,90338252.2
"889","Canserbero",114668174.5,90214064.5
"890","Godsmack",60614812.7,90046019.5
"891","James Taylor",2117430.4,89913369.8
"892","Río Roma",106534483.3,89909402.5
"893","Los Tigres Del Norte",31509798.6,89819022.4
"894","Tion Wayne",46742043.9,89711794.7
"895","George Strait",41396193,89369981.1
"896","Mary J. Blige",92015052.1,89277424.8
"897","Rod Wave",75637195.1,88995073.1
"898","Paloma Faith",26802818.7,88897728.3
"899","The Supremes",6479843.5,88858036.5
"900","Travis Barker",17274086.3,88828505.2
"901","L7NNON",127922119.7,88778976.5
"902","Sufjan Stevens",8073610.5,88679416
"903","George Harrison",10722164.5,88652971.8
"904","Rema",77830262.2,88455431.8
"905","Cristian Castro",40558791.1,88382396
"906","JVKE",12814846.7,88329330.8
"907","Europe",247721412.8,88261773
"908","RAF Camora",34276258.7,88220029.7
"909","Luísa Sonza",93571382.5,88178706.6
"910","Zé Felipe",154010747.7,88130737
"911","Phoebe Bridgers",3277634.5,88128409.7
"912","Starship",70060514.5,87997875.2
"913","The Mamas & The Papas",312226510,87883697.6
"914","Josh Turner",35475168.8,87809056.5
"915","Kool & The Gang",102948585,87726070.4
"916","Beret",114704552.2,87366255.3
"917","Tom Grennan",12859409.4,87217324.5
"918","DENNIS",82395385.8,87032865.7
"919","Dilsinho",142762165.4,86895363.6
"920","Filipe Ret",73600912.8,86874410.2
"921","Franco De Vita",78155815.3,86870090.9
"922","TV Girl",196253.3,86540331
"923","42 Dugg",71022020.8,86460223
"924","Simply Red",52322185.2,86369585.9
"925","Jubin Nautiyal",485226930.5,85978575.9
"926","Pentatonix",133129608,85965639.3
"927","Savage Garden",89674915.8,85960145.3
"928","Noriel",105426307.4,85872194.2
"929","N.W.A.",22349165.9,85857573.1
"930","Hans Zimmer",4037285.1,85825589.9
"931","Bo Burnham",17670978.4,85815210.7
"932","Ben E. King",4277213.4,85734086.3
"933","Charlie Brown Jr.",29378085.3,85718836.2
"934","Ella Fitzgerald",2127486.9,85621812.2
"935","Blondie",94673834.9,85539687
"936","WOS",60390236,85320995.3
"937","Bullet For My Valentine",39114639,85260486.5
"938","Eyedress",5565421.8,85225747.1
"939","Def Leppard",22545024.2,85184636.5
"940","BIGBANG",191403363.3,85076309.6
"941","Los Dos Carnales",161648743.4,85053851.3
"942","SYML",14123902.5,85027446.5
"943","Steely Dan",4644313.6,84925616.4
"944","Ha*Ash",313743923.5,84905705.5
"945","Guilherme & Benuto",387.7,84838447.4
"946","The Chicks",28705564.8,84819968.1
"947","John Mellencamp",13705359.6,84802482.7
"948","ODESZA",8570247.3,84735310
"949","John Travolta",15186197.8,84735171.4
"950","City Girls",44933694.6,84309129.1
"951","Dido",77373028.2,84243482.5
"952","keshi",10806479.3,83841626.8
"953","Meryl Streep",3255737.1,83822523.9
"954","Kevin Roldan",119987845.6,83705039.3
"955","Tulus",36290661.8,83614184.1
"956","Pepe Aguilar",38195270.2,83563191.8
"957","Gustavo Cerati",40311448.9,83558804.3
"958","Cedric Gervais",29715069.3,83366811.3
"959","Carpenters",18429183.3,83157229.5
"960","Tanishk Bagchi",401549466.8,83087147
"961","Juan Luis Guerra 4.40",21208060.7,83030451
"962","Capital Bra",54384593.1,82989210.5
"963","Roy Orbison",19762398,82890895.5
"964","REO Speedwagon",23342359.4,82786695.6
"965","Commodores",16096591.2,82785663.6
"966","Skepta",22590633.1,82696682.3
"967","Rick Astley",164910423.2,82580210.8
"968","Nipsey Hussle",64625568.5,82405249.7
"969","Neo Beats",103928719.5,82374236.1
"970","Polimá Westcoast",24063953.2,82265556.5
"971","Yeat",11095077.8,82214731.1
"972","Little Big Town",48956834.2,82071439.9
"973","José Feliciano",10823359.7,81942610.5
"974","Valentín Elizalde",64921699.9,81893099.9
"975","Tony Dize",56079949.3,81736846.9
"976","Cody Johnson",13562298.2,81504325.6
"977","Miguel Bosé",56982332.8,81433022.7
"978","Stephen Sanchez",10075476.4,81388606.8
"979","Diego & Victor Hugo",0,81350989.7
"980","Crowded House",23215682.1,81315414.1
"981","The Ronettes",2096856.8,81185732.8
"982","Mobb Deep",34201211.4,81039489.4
"983","Kylie Minogue",47972610.6,80994953.8
"984","João Gomes",62669223.6,80941862
"985","Olivia Newton-John",15034896.7,80914207.7
"986","Night Lovell",27889254.5,80804493
"987","Damian Marley",107409129.8,80745392.3
"988","The Wombats",4248181.5,80469368
"989","Phoenix",5443273.8,80437264.6
"990","Pierce The Veil",33986473,80266152.9
"991","PSY",810172477,80206249.9
"992","Ray Charles",12614025.5,80125374.7
"993","The Cars",21709985.3,80105510.6
"994","Ana Gabriel",59622129.8,79984164.5
"995","Los Tucanes De Tijuana",27134828,79980456.5
"996","Alfredo Olivas",65524086.6,79913740.1
"997","Theory of a Deadman",32789409.2,79766286.1
"998","Mandy Moore",29869609.9,79657785.5
"999","Ovy On The Drums",103509702.5,79644990.7
"1000","Caifanes",12370134.5,79592610.3
"1001","Blackstreet",134331905.1,79438091.6
"1002","GIMS",259874870,79435792.3
"1003","Los Bukis",74615794,79312371.2
"1004","Carlos Baute",175278245.1,79274831.1
"1005","Cypress Hill",41919497,79196391.7
"1006","Vince Staples",14518514.2,79129462.1
"1007","Damso",33464225.4,79100878.1
"1008","Boyce Avenue",107127888,78858643.6
"1009","José González",5639301.3,78646526.4
"1010","Don McLean",7991373.1,78569974
"1011","Novo Amor",4670430.4,78432600.2
"1012","Ricardo Montaner",79862184.6,78397056.6
"1013","Joe Cocker",16964115.2,78007730.2
"1014","Cream",4712300.8,77934830
"1015","Brad Paisley",60894127.6,77897560.2
"1016","Faith Evans",13884337.5,77875276.1
"1017","Naps",100546975.7,77801447.2
"1018","The Paper Kites",5381351.4,77795464.1
"1019","Andrés Calamaro",44867213.5,77756684.8
"1020","Aloe Blacc",17607786.3,77723699.4
"1021","Bob Seger",11199561.3,77655347.9
"1022","MF DOOM",6291452.7,77542358.8
"1023","Pailita",47659694.2,77479479.9
"1024","RÜFÜS DU SOL",26050616.5,77473266.3
"1025","Ghost",23345221.2,77331352.2
"1026","Hugo & Guilherme",828907.8,77067102.1
"1027","PinkPantheress",2396013.2,76920153.2
"1028","ATB",17447950.3,76826449.7
"1029","Zach Bryan",7442948.6,76754620.2
"1030","Thousand Foot Krutch",19373007.1,76640772.1
"1031","Yeah Yeah Yeahs",21707898,76356356.1
"1032","Bas",14098563,76121505.4
"1033","Gusttavo Lima",102465474.2,76112166.1
"1034","Asees Kaur",223518040.6,76103023.7
"1035","Zion",96318902.3,76074208.3
"1036","Staind",49872362.5,76004327.5
"1037","Kenshi Yonezu",257194836.4,75767571.5
"1038","Tego Calderón",22147655.6,75757669
"1039","Paolo Nutini",16964057.8,75745992.2
"1040","Laura Pausini",62175427.6,75705139.3
"1041","Teto",60440195.8,75681144.9
"1042","Manu Chao",7293202.1,75662092.1
"1043","Ferrugem",137349155.1,75632837.9
"1044","Rocío Dúrcal",36448047.2,75367889.3
"1045","Adolescent's Orquesta",17925245.5,75008801
"1046","Aitch",25757161.6,74729278.2
"1047","Bobby Helms",2118179.7,74509376.7
"1048","Blue Öyster Cult",16644109.6,74257067.9
"1049","A Tribe Called Quest",14359150.9,74066959.6
"1050","Jacquees",64267057.7,73913642
"1051","Masego",9279903.8,73823706.1
"1052","Luan Santana",67807344.9,73713070.3
"1053","Freddie Dredd",11288563.3,73633137.2
"1054","Ludacris",49633997.3,73501383.7
"1055","Neha Kakkar",410966837.8,73489296.4
"1056","Cardenales De Nuevo León",61019694.9,73151692.5
"1057","Megadeth",12726604.4,73069959.3
"1058","Seafret",25499639.9,73052565.1
"1059","Andrea Bocelli",113464433.3,73043786.7
"1060","BONES",9198715.6,72987622.8
"1061","Alphaville",55407318.3,72973596.3
"1062","Louis Tomlinson",52681314.2,72969499
"1063","Willie Colón",4222033.6,72854193.2
"1064","Ezhel",60545988.7,72812933.3
"1065","Yiruma",65120465.1,72712354.7
"1066","Nanpa Básico",112156271,72667451.9
"1067","Rush",15773555.2,72556297.3
"1068","Purple Disco Machine",21706527.9,72476861.8
"1069","Barry White",20857181.8,72165528.8
"1070","The Temper Trap",10984348.9,72071411.7
"1071","La Quinta Estacion",58516786.4,71787065.3
"1072","Gloria Trevi",137061957.3,71707847
"1073","Moneybagg Yo",37925314.5,71627040.3
"1074","Warren G",37971726,71596389
"1075","Jamiroquai",21894089,71496122
"1076","Grupo Marca Registrada",24998441.7,71495401.5
"1077","Allman Brothers Band",4880865.2,71287635.2
"1078","Phantogram",18150273.5,71285387
"1079","Eros Ramazzotti",66561569.6,70978887.8
"1080","Pouya",7852356.6,70958915.9
"1081","Yuridia",170759674.4,70928005.3
"1082","Grimes",27683635.8,70647460
"1083","Four Tops",6888340.1,70594613.2
"1084","Janis Joplin",11196800.9,70577973.8
"1085","Don Henley",1056000.5,70545858.3
"1086","Blxst",10036908.1,70523139.4
"1087","Paulina Rubio",35453593,70380897.6
"1088","Oliver Heldens",5289903.4,70363556.3
"1089","Gerardo Ortiz",71693199.9,70228999.4
"1090","TOMORROW X TOGETHER",24707085.8,70174406
"1091","Pretenders",3624749.9,70080802.4
"1092","Matisse",38376506,69968984.3
"1093","Arcade Fire",9159070.9,69869385.1
"1094","Moby",19932130.4,69834612.7
"1095","Denzel Curry",6921730.5,69734935.8
"1096","Joy Division",12839429.2,69539006
"1097","Mainstreet",105733609,69506249.2
"1098","Whitesnake",27450759.5,69473066.4
"1099","Ramones",10609277.5,69456132.9
"1100","Intocable",21613024.2,69456132.5
"1101","Wizkid",56022019.1,69352959.5
"1102","R3HAB",8376259.9,69104620.4
"1103","Major Lazer",454158717,69085902.7
"1104","Keyshia Cole",93927135.1,69074131
"1105","SEVENTEEN",70591722.8,69037880.3
"1106","Modest Mouse",15684597,68919653
"1107","Brett Eldredge",8018139,68885909.3
"1108","Vengaboys",82065697.5,68812259.4
"1109","j-hope",66352770.8,68787236.6
"1110","Yann Tiersen",5387600.2,68702251.8
"1111","TOOL",27355815.1,68694829.3
"1112","Poison",22772037.2,68614456.4
"1113","Descemer Bueno",159978987.9,68605531.4
"1114","Ace of Base",54253232.5,68592094.1
"1115","Pusha T",40214693.2,68507165
"1116","Salmo",21108963.5,68500467.8
"1117","Ashanti",73097508,68112799.9
"1118","Huey Lewis & The News",13099675,68023118.1
"1119","Daughtry",53110143.2,67819885.2
"1120","Vacations",1575718.1,67692206.7
"1121","Blessd",65008341.4,67653418.2
"1122","Key Glock",11544243.1,67566828.5
"1123","Gustavo Mioto",34298675.4,67376377.7
"1124","Rainbow Kitten Surprise",6211158.6,67367770.5
"1125","TheFatRat",60248452.2,67333114.4
"1126","Ronan Keating",22910595.7,67193556.4
"1127","Israel & Rodolffo",0,67192034
"1128","Legião Urbana",19648635.5,67191911.1
"1129","Dadju",110416615.1,67120978.1
"1130","Tech N9ne",30529151.6,67112503.5
"1131","Los Temerarios",24273213.5,67076326.9
"1132","The Pointer Sisters",6788051.8,66995722.3
"1133","Eiffel 65",98031423.6,66910442.2
"1134","John Williams",8668754.4,66897398.3
"1135","The Outfield",71498787.7,66859876.1
"1136","G Herbo",19830806.3,66648855.3
"1137","Simone & Simaria",837.5,66550296.7
"1138","Los Fabulosos Cadillacs",30839936.3,66537671
"1139","Beck",21753741.6,66434900.9
"1140","Mecano",33359732.1,66399513.4
"1141","Elevation Worship",54332022.2,66241760.7
"1142","Grupo Niche",49190105.8,66155592
"1143","Fiersa Besari",10356449.9,66077187.5
"1144","Inspector",13333762.8,65991928.6
"1145","Panteon Rococo",40686359.5,65939260
"1146","Enya",39748215.1,65894996.5
"1147","Vintage Culture",13279876,65749951.5
"1148","Billy Talent",9491329.1,65739893.8
"1149","Heroes Del Silencio",58414434.9,65736188.1
"1150","Aleman",78696147.1,65718618.5
"1151","Eric Prydz",18424062.5,65679120.7
"1152","d4vd",4866141.9,65651973.9
"1153","Thundercat",9802599.4,65580211.9
"1154","Adam Levine",21003340.1,65563540.1
"1155","Waylon Jennings",16064776.3,65510644
"1156","Judas Priest",21912852.2,65386199.4
"1157","IVE",54514694.9,65170718.1
"1158","Summer Cem",46150779.6,65128788.8
"1159","Los Auténticos Decadentes",69415744.6,65074463.9
"1160","Eazy-E",43064262.7,64935670.8
"1161","Vishal-Shekhar",199226574.3,64741351.2
"1162","Gilberto Santa Rosa",68661674.7,64694605.2
"1163","Massive Attack",31051619.4,64633526.1
"1164","Sabaton",15974407.7,64529540.1
"1165","CRO",26358598.7,64442326.7
"1166","Bread",4198269.9,64341186.5
"1167","B Praak",308155885.4,64200307.2
"1168","Fabolous",28947758,64185908.8
"1169","Indila",184660483.2,64057833.7
"1170","Mrs. GREEN APPLE",44309341.9,64040487.7
"1171","Natanael Cano",32031099.5,64033842.3
"1172","1nonly",8792951.4,63889185.2
"1173","MK",2280219.5,63864819.7
"1174","Bruno & Marrone",3842956,63709244.2
"1175","Alexis y Fido",68193937.2,63469050.7
"1176","I Prevail",20538382.5,63433801.6
"1177","Brantley Gilbert",84326530.2,63412738.7
"1178","Atif Aslam",266669485.2,63246057.3
"1179","Natiruts",32604859.1,63148763.5
"1180","Bunbury",124270073.4,63114016.9
"1181","Mc Davi",106816114,63070939.2
"1182","Zack Tabudlo",14594762.1,62921222.1
"1183","Estelle",23453129.8,62916457.5
"1184","Janet Jackson",21924272.2,62909359.6
"1185","Donna Summer",8551968.5,62836435.8
"1186","Vicentico",76916303.5,62762711.1
"1187","Take That",27376357.7,62702319.1
"1188","Stevie Nicks",12166008.3,62579500.7
"1189","Eve",43806338.4,62562947.8
"1190","La Factoria",69876221.7,62545827.6
"1191","The Cinematic Orchestra",28353609.2,62502868.5
"1192","New Order",11758152.3,62423312.9
"1193","The Prodigy",46154314.8,62415932.9
"1194","James Hype",3286271.5,62387471.1
"1195","Matheus Fernandes",81192815.7,62227806.3
"1196","Ana Mena",67185167.4,62032337.1
"1197","Alice Cooper",30952408.1,62025164.1
"1198","KAYTRANADA",6291188.2,62020125.7
"1199","Soft Cell",12227085.3,61901543.7
"1200","D12",23238387.8,61844038.1
"1201","Seal",11065064.7,61838103.3
"1202","Kordhell",14886522.3,61729445.3
"1203","The Velvet Underground",6262703.1,61714051.4
"1204","Emmanuel",34700053.5,61632972.7
"1205","MC Ryan SP",52820965.7,61544653.2
"1206","Banda El Recodo",68555635.5,61299374.8
"1207","Sfera Ebbasta",21944430.2,61201688.6
"1208","Perry Como",1853143.5,61145479.9
"1209","Thin Lizzy",2447364.4,61114307.4
"1210","Fonseca",70403186.5,61081309.6
"1211","Jon Z",147776878.9,61021430.4
"1212","Gloria Estefan",29725504.3,60907367.2
"1213","Racionais MC's",12480878.7,60903517.2
"1214","Chris Tomlin",25815034.3,60865300
"1215","A.R. Rahman",123613892.7,60691393.2
"1216","K.Flay",9666016.5,60629427
"1217","Sam Cooke",11877614.9,60432903.7
"1218","CeeLo Green",10746821.5,60226274.4
"1219","Rosa Linn",3424333.2,60206704.8
"1220","Billy Idol",52919919.3,60173221.9
"1221","Willie Nelson",22372390.6,60160420.8
"1222","Stone Temple Pilots",18556695.2,59998448.5
"1223","Nekfeu",23187353.9,59993983.9
"1224","Michael Bolton",72777133.9,59961549.4
"1225","The National",4229046.5,59896240.8
"1226","Death Cab for Cutie",3731828.4,59743289.3
"1227","Rob Zombie",32655772.9,59711598.3
"1228","Yo-Yo Ma",7471233.4,59693461.6
"1229","Omar Varela",105640668.2,59638676
"1230","Nando Reis",21957888.3,59586058.1
"1231","Gregory Alan Isakov",4328408.7,59585384.4
"1232","Craig David",23269548.1,59469218.8
"1233","Richard Marx",53915471.3,59387530.1
"1234","Miky Woodz",79199908.7,59212853
"1235","Ángela Aguilar",138529529.1,59115203.6
"1236","Mari Fernandez",77878549.8,59093311.6
"1237","Motörhead",10372098.7,59004746.2
"1238","Meat Loaf",71822654.3,58977270.2
"1239","Jim Croce",1601264.2,58969294.3
"1240","Molotov",29013627.7,58876193.9
"1241","Grover Washington, Jr.",9678528.2,58870241
"1242","Standly",63881986.6,58815776.9
"1243","Bone Thugs-N-Harmony",42875206,58775680.9
"1244","Juicy J",104688291.3,58463869.2
"1245","La Ley",35030778.6,58439306.1
"1246","Iggy Pop",10944299.7,58427563
"1247","Shreya Ghoshal",76484982.7,58313100.8
"1248","Brray",54926236.1,58210856.2
"1249","Crystal Castles",7605517.1,58203004.6
"1250","Marta Sánchez",120614056.4,58176148.3
"1251","Dropkick Murphys",31846709.7,58169750.3
"1252","Sidhu Moose Wala",156377327.8,58004377.6
"1253","BIA",16206967.2,57922125.5
"1254","Young Nudy",4659285.1,57912995.3
"1255","Modern Talking",243039889.6,57877544.1
"1256","Julión Álvarez y su Norteño Banda",9742610.2,57837412.1
"1257","Orochi",128832769.4,57790921
"1258","Mc Don Juan",48845266.5,57602843.4
"1259","Anahí",6760994.8,57597622.3
"1260","Christian Chávez",15159846.3,57597622.3
